Image_ID,Scene_Type,Objects_Detected,Bounding_Boxes,Text_Extracted,Confidence_Score
IMG_3785,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3786,Assault / Violence,"tie, knife",2 regions detected,,0.501
IMG_3787,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3788,Unknown,fire (color-based),color analysis,,0.3
IMG_3789,Assault / Violence,"pizza, knife",2 regions detected,,0.704
IMG_3790,Fire Scene,boat,1 regions detected,,0.322
IMG_3791,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3792,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3793,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3794,Unknown,cake,1 regions detected,,0.257
IMG_3795,Unknown,fire (color-based),color analysis,,0.05
IMG_3796,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3797,Unknown,fire (color-based),color analysis,,0.02
IMG_3798,Assault / Violence,knife,1 regions detected,,0.441
IMG_3799,Unknown,fire (color-based),color analysis,,0.01
IMG_3800,Unknown,fire (color-based),color analysis,,0.0
IMG_3801,Unknown,fire (color-based),color analysis,,0.07
IMG_3802,Fire Scene,tie,1 regions detected,,0.45
IMG_3803,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3804,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3805,Fire Scene,fire (color-based),color analysis,,0.65
IMG_3806,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3807,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3808,Unknown,tie,2 regions detected,,0.312
IMG_3809,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3810,Fire Scene,fire (color-based),color analysis,PORE,0.99
IMG_3811,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3812,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3813,Fire Scene,tie,1 regions detected,,0.363
IMG_3814,Vehicle Accident,car,1 regions detected,,0.258
IMG_3815,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3816,Unknown,fire (color-based),color analysis,,0.26
IMG_3817,Fire Scene,pizza,1 regions detected,,0.806
IMG_3818,Unknown,tie,1 regions detected,,0.594
IMG_3819,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3820,Fire Scene,tie,2 regions detected,,0.293
IMG_3821,Fire Scene,fire (color-based),color analysis,,0.96
IMG_3822,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3823,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3824,Fire Scene,tie,1 regions detected,,0.387
IMG_3825,Fire Scene,fire (color-based),color analysis,,0.97
IMG_3826,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3827,Vehicle Accident,car,1 regions detected,,0.272
IMG_3828,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3829,Assault / Violence,knife,1 regions detected,,0.491
IMG_3830,Unknown,fire (color-based),color analysis,,0.37
IMG_3831,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3832,Unknown,fire (color-based),color analysis,,0.5
IMG_3833,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3834,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3835,Assault / Violence,"tie, person",2 regions detected,,0.379
IMG_3836,Fire Scene,fire (color-based),color analysis,,0.91
IMG_3837,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3838,Fire Scene,fire (color-based),color analysis,,0.71
IMG_3839,Unknown,fire (color-based),color analysis,,0.06
IMG_3840,Fire Scene,fire (color-based),color analysis,,0.85
IMG_3841,Fire Scene,fire (color-based),color analysis,,0.76
IMG_3842,Fire Scene,tie,1 regions detected,,0.643
IMG_3843,Fire Scene,fire (color-based),color analysis,,0.91
IMG_3844,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3845,Assault / Violence,"pizza, tie, knife",4 regions detected,,0.434
IMG_3846,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3847,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3848,Fire Scene,fire (color-based),color analysis,,0.83
IMG_3849,Fire Scene,fire (color-based),color analysis,,0.88
IMG_3850,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3851,Fire Scene,carrot,1 regions detected,,0.288
IMG_3852,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3853,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3854,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3855,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3856,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3857,Fire Scene,fire (color-based),color analysis,,0.65
IMG_3858,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3859,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3860,Assault / Violence,"bed, tie, person",4 regions detected,,0.53
IMG_3861,Fire Scene,fire (color-based),color analysis,,0.65
IMG_3862,Vehicle Accident,car,1 regions detected,,0.312
IMG_3863,Fire Scene,pizza,1 regions detected,,0.411
IMG_3864,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3865,Fire Scene,fire (color-based),color analysis,,0.91
IMG_3866,Assault / Violence,"tie, knife",2 regions detected,,0.36
IMG_3867,Fire Scene,fire (color-based),color analysis,,0.83
IMG_3868,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3869,Fire Scene,fire (color-based),color analysis,,0.75
IMG_3870,Vehicle Accident,car,1 regions detected,,0.435
IMG_3871,Unknown,tv,1 regions detected,,0.357
IMG_3872,Assault / Violence,"pizza, knife",2 regions detected,,0.383
IMG_3873,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3874,Assault / Violence,"pizza, knife",2 regions detected,,0.337
IMG_3875,Fire Scene,fire (color-based),color analysis,,0.82
IMG_3876,Fire Scene,fire (color-based),color analysis,,0.83
IMG_3877,Unknown,fire (color-based),color analysis,,0.3
IMG_3878,Unknown,tie,1 regions detected,,0.27
IMG_3879,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3880,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3881,Vehicle Accident,car,1 regions detected,,0.253
IMG_3882,Unknown,tie,1 regions detected,,0.503
IMG_3883,Unknown,fire (color-based),color analysis,,0.0
IMG_3884,Fire Scene,fire (color-based),color analysis,,0.75
IMG_3885,Unknown,fire (color-based),color analysis,,0.49
IMG_3886,Fire Scene,fire (color-based),color analysis,,0.51
IMG_3887,Assault / Violence,"pizza, tie, knife",3 regions detected,,0.44
IMG_3888,Fire Scene,fire (color-based),color analysis,,0.54
IMG_3889,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3890,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3891,Fire Scene,fire (color-based),color analysis,,0.58
IMG_3892,Fire Scene,"pizza, tie",2 regions detected,,0.347
IMG_3893,Vehicle Accident,car,1 regions detected,,0.27
IMG_3894,Fire Scene,fire (color-based),color analysis,,0.86
IMG_3895,Unknown,fire (color-based),color analysis,,0.38
IMG_3896,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3897,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3898,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3899,Unknown,fire (color-based),color analysis,,0.0
IMG_3900,Unknown,fire (color-based),color analysis,,0.03
IMG_3901,Fire Scene,fire (color-based),color analysis,F eae,0.99
IMG_3902,Fire Scene,fire (color-based),color analysis,,0.6
IMG_3903,Unknown,fire (color-based),color analysis,,0.01
IMG_3904,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3905,Fire Scene,tie,1 regions detected,,0.458
IMG_3906,Fire Scene,fire (color-based),color analysis,,0.51
IMG_3907,Assault / Violence,knife,1 regions detected,,0.3
IMG_3908,Fire Scene,fire (color-based),color analysis,,0.85
IMG_3909,Fire Scene,fire (color-based),color analysis,,0.7
IMG_3910,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3911,Vehicle Accident,car,1 regions detected,,0.28
IMG_3912,Assault / Violence,"tie, knife",2 regions detected,,0.382
IMG_3913,Fire Scene,boat,2 regions detected,,0.349
IMG_3914,Unknown,fire (color-based),color analysis,,0.17
IMG_3915,Fire Scene,tie,2 regions detected,,0.655
IMG_3916,Fire Scene,fire (color-based),color analysis,,0.85
IMG_3917,Fire Scene,fire (color-based),color analysis,,0.54
IMG_3918,Unknown,fire (color-based),color analysis,,0.27
IMG_3919,Unknown,fire (color-based),color analysis,,0.0
IMG_3920,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3921,Unknown,fire (color-based),color analysis,,0.01
IMG_3922,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3923,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3924,Fire Scene,fire (color-based),color analysis,,0.53
IMG_3925,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3926,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3927,Vehicle Accident,car,1 regions detected,,0.277
IMG_3928,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3929,Fire Scene,tie,1 regions detected,,0.282
IMG_3930,Unknown,fire (color-based),color analysis,,0.47
IMG_3931,Unknown,fire (color-based),color analysis,,0.12
IMG_3932,Fire Scene,fire (color-based),color analysis,,0.64
IMG_3933,Unknown,fire (color-based),color analysis,,0.14
IMG_3934,Unknown,fire (color-based),color analysis,,0.11
IMG_3935,Unknown,fire (color-based),color analysis,,0.02
IMG_3936,Fire Scene,pizza,1 regions detected,,0.549
IMG_3937,Vehicle Accident,"car, boat",2 regions detected,,0.32
IMG_3938,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3939,Fire Scene,tie,1 regions detected,,0.596
IMG_3940,Fire Scene,fire (color-based),color analysis,,0.9
IMG_3941,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3942,Unknown,tie,1 regions detected,,0.369
IMG_3943,Unknown,"pizza, tie",2 regions detected,,0.383
IMG_3944,Fire Scene,fire (color-based),color analysis,,0.86
IMG_3945,Fire Scene,fire (color-based),color analysis,,0.96
IMG_3946,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3947,Unknown,fire (color-based),color analysis,,0.35
IMG_3948,Vehicle Accident,car,1 regions detected,,0.272
IMG_3949,Unknown,fire (color-based),color analysis,,0.28
IMG_3950,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3951,Fire Scene,fire (color-based),color analysis,,0.76
IMG_3952,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3953,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3954,Unknown,fire (color-based),color analysis,,0.02
IMG_3955,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3956,Vehicle Accident,car,2 regions detected,,0.26
IMG_3957,Assault / Violence,knife,1 regions detected,,0.492
IMG_3958,Fire Scene,fire (color-based),color analysis,,0.86
IMG_3959,Fire Scene,tie,2 regions detected,,0.377
IMG_3960,Fire Scene,clock,1 regions detected,,0.367
IMG_3961,Unknown,fire (color-based),color analysis,,0.02
IMG_3962,Unknown,tie,1 regions detected,,0.501
IMG_3963,Assault / Violence,knife,1 regions detected,"; T EIR wien? ™ ""ON. ce",0.386
IMG_3964,Fire Scene,tie,1 regions detected,,0.526
IMG_3965,Fire Scene,fire (color-based),color analysis,; we a acces hae,0.99
IMG_3966,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3967,Unknown,tie,1 regions detected,,0.587
IMG_3968,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3969,Fire Scene,pizza,1 regions detected,,0.26
IMG_3970,Unknown,tie,1 regions detected,,0.427
IMG_3971,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3972,Fire Scene,fire (color-based),color analysis,,0.92
IMG_3973,Assault / Violence,"tie, knife",2 regions detected,,0.475
IMG_3974,Unknown,tie,1 regions detected,,0.284
IMG_3975,Assault / Violence,"tie, person",2 regions detected,,0.709
IMG_3976,Fire Scene,pizza,1 regions detected,,0.257
IMG_3977,Unknown,fire (color-based),color analysis,,0.02
IMG_3978,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3979,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3980,Fire Scene,fire (color-based),color analysis,,0.84
IMG_3981,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3982,Fire Scene,fire (color-based),color analysis,,0.65
IMG_3983,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3984,Unknown,fire (color-based),color analysis,,0.16
IMG_3985,Fire Scene,pizza,1 regions detected,,0.323
IMG_3986,Unknown,fire (color-based),color analysis,,0.1
IMG_3987,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3988,Fire Scene,pizza,1 regions detected,,0.389
IMG_3989,Fire Scene,fire (color-based),color analysis,,0.85
IMG_3990,Unknown,tie,1 regions detected,,0.455
IMG_3991,Fire Scene,fire (color-based),color analysis,,0.66
IMG_3992,Assault / Violence,knife,1 regions detected,,0.274
IMG_3993,Fire Scene,fire (color-based),color analysis,,0.67
IMG_3994,Fire Scene,fire (color-based),color analysis,,0.7
IMG_3995,Fire Scene,fire (color-based),color analysis,,0.99
IMG_3996,Fire Scene,fire (color-based),color analysis,,0.88
IMG_3997,Unknown,fire (color-based),color analysis,,0.15
IMG_3998,Unknown,fire (color-based),color analysis,,0.46
IMG_3999,Fire Scene,fire (color-based),color analysis,,0.57
IMG_4000,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4001,Fire Scene,fire (color-based),color analysis,,0.91
IMG_4002,Assault / Violence,"pizza, knife",2 regions detected,,0.547
IMG_4003,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4004,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4005,Fire Scene,boat,1 regions detected,,0.266
IMG_4006,Unknown,fire (color-based),color analysis,,0.2
IMG_4007,Fire Scene,fire (color-based),color analysis,,0.81
IMG_4008,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4009,Unknown,fire (color-based),color analysis,,0.09
IMG_4010,Unknown,fire (color-based),color analysis,,0.07
IMG_4011,Fire Scene,tie,1 regions detected,,0.291
IMG_4012,Assault / Violence,knife,1 regions detected,,0.283
IMG_4013,Unknown,fire (color-based),color analysis,,0.03
IMG_4014,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4015,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4016,Fire Scene,fire (color-based),color analysis,,0.56
IMG_4017,Fire Scene,tie,1 regions detected,,0.26
IMG_4018,Assault / Violence,knife,1 regions detected,,0.29
IMG_4019,Vehicle Accident,car,1 regions detected,,0.677
IMG_4020,Fire Scene,fire (color-based),color analysis,,0.66
IMG_4021,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4022,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4023,Unknown,fire (color-based),color analysis,,0.27
IMG_4024,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4025,Fire Scene,pizza,1 regions detected,,0.53
IMG_4026,Fire Scene,tv,1 regions detected,,0.335
IMG_4027,Vehicle Accident,car,2 regions detected,,0.358
IMG_4028,Unknown,fire (color-based),color analysis,,0.09
IMG_4029,Fire Scene,fire (color-based),color analysis,,0.55
IMG_4030,Fire Scene,tie,1 regions detected,,0.323
IMG_4031,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4032,Vehicle Accident,car,2 regions detected,,0.359
IMG_4033,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4034,Vehicle Accident,car,1 regions detected,,0.319
IMG_4035,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4036,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4037,Fire Scene,pizza,1 regions detected,,0.374
IMG_4038,Fire Scene,fire (color-based),color analysis,"a? a é a ed ae ee ea RS 7 ip ‘ B+ >, ‘er Rape let | oad ae a . - ’ Q aa 5 Bn “apy “ie """,0.99
IMG_4039,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4040,Assault / Violence,knife,1 regions detected,,0.301
IMG_4041,Fire Scene,tie,1 regions detected,,0.295
IMG_4042,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4043,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4044,Assault / Violence,knife,1 regions detected,,0.503
IMG_4045,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4046,Unknown,fire (color-based),color analysis,,0.17
IMG_4047,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4048,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4049,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4050,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4051,Fire Scene,tie,1 regions detected,,0.658
IMG_4052,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4053,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4054,Fire Scene,"pizza, tie",2 regions detected,,0.397
IMG_4055,Vehicle Accident,car,1 regions detected,,0.354
IMG_4056,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4057,Fire Scene,fire (color-based),color analysis,,0.66
IMG_4058,Fire Scene,pizza,1 regions detected,,0.291
IMG_4059,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4060,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4061,Assault / Violence,knife,1 regions detected,,0.263
IMG_4062,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4063,Fire Scene,tie,1 regions detected,,0.338
IMG_4064,Fire Scene,"pizza, tie",2 regions detected,,0.346
IMG_4065,Vehicle Accident,car,1 regions detected,,0.392
IMG_4066,Unknown,fire (color-based),color analysis,,0.41
IMG_4067,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4068,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4069,Unknown,tie,1 regions detected,,0.406
IMG_4070,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4071,Assault / Violence,person,1 regions detected,,0.344
IMG_4072,Unknown,fire (color-based),color analysis,,0.05
IMG_4073,Fire Scene,tie,1 regions detected,,0.424
IMG_4074,Unknown,fire (color-based),color analysis,pe bo a,0.27
IMG_4075,Fire Scene,fire (color-based),color analysis,,0.51
IMG_4076,Fire Scene,tie,2 regions detected,,0.413
IMG_4077,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4078,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4079,Fire Scene,fire (color-based),color analysis,,0.93
IMG_4080,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4081,Unknown,fire (color-based),color analysis,,0.08
IMG_4082,Unknown,"pizza, tie",2 regions detected,,0.425
IMG_4083,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4084,Fire Scene,fire (color-based),color analysis,,0.59
IMG_4085,Unknown,fire (color-based),color analysis,,0.45
IMG_4086,Assault / Violence,knife,1 regions detected,,0.285
IMG_4087,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4088,Fire Scene,fire (color-based),color analysis,,0.79
IMG_4089,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4090,Vehicle Accident,car,1 regions detected,,0.281
IMG_4091,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4092,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4093,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4094,Unknown,fire (color-based),color analysis,,0.13
IMG_4095,Fire Scene,fire (color-based),color analysis,,0.86
IMG_4096,Fire Scene,fire (color-based),color analysis,,0.71
IMG_4097,Fire Scene,umbrella,1 regions detected,,0.332
IMG_4098,Unknown,fire (color-based),color analysis,,0.46
IMG_4099,Fire Scene,fire (color-based),color analysis,,0.95
IMG_4100,Fire Scene,fire (color-based),color analysis,,0.8
IMG_4101,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4102,Assault / Violence,knife,1 regions detected,,0.32
IMG_4103,Fire Scene,fire (color-based),color analysis,,0.87
IMG_4104,Fire Scene,fire (color-based),color analysis,IO BSEYUDSIEWININ ee,0.99
IMG_4105,Fire Scene,remote,1 regions detected,,0.801
IMG_4106,Fire Scene,remote,1 regions detected,,0.415
IMG_4107,Fire Scene,fire (color-based),color analysis,UltimateChase.com ae pha i oe Sh wee!,0.99
IMG_4108,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4109,Fire Scene,remote,1 regions detected,,0.523
IMG_4110,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4111,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4112,Fire Scene,fire (color-based),color analysis,U ItimateChase .com,0.99
IMG_4113,Fire Scene,"tie, cake",2 regions detected,,0.274
IMG_4114,Fire Scene,remote,1 regions detected,Tce wi ne af A lwSfeCps26 cow,0.367
IMG_4115,Fire Scene,fire (color-based),color analysis,UltimateChase.com rhe,0.99
IMG_4116,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4117,Assault / Violence,"book, knife",2 regions detected,,0.443
IMG_4118,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4119,Fire Scene,"remote, tie",2 regions detected,,0.603
IMG_4120,Fire Scene,"remote, tie",2 regions detected,,0.425
IMG_4121,Assault / Violence,knife,2 regions detected,,0.334
IMG_4122,Fire Scene,remote,1 regions detected,,0.38
IMG_4123,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4124,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4125,Fire Scene,fire (color-based),color analysis,niflwsfecysee cow,0.99
IMG_4126,Assault / Violence,"knife, cake",2 regions detected,,0.37
IMG_4127,Assault / Violence,knife,1 regions detected,nmusrecpsee COM,0.275
IMG_4128,Assault / Violence,knife,1 regions detected,nigusfeCpses cow,0.293
IMG_4129,Fire Scene,cake,1 regions detected,,0.356
IMG_4130,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4131,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4132,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4133,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4134,Fire Scene,"remote, tie",2 regions detected,,0.656
IMG_4135,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4136,Fire Scene,remote,1 regions detected,,0.578
IMG_4137,Fire Scene,fire (color-based),color analysis,moo.seshosismislU,0.99
IMG_4138,Fire Scene,remote,2 regions detected,sj : ‘i my,0.788
IMG_4139,Fire Scene,"bed, remote, book",3 regions detected,,0.399
IMG_4140,Fire Scene,remote,1 regions detected,,0.471
IMG_4141,Fire Scene,train,1 regions detected,U ltimateChase.com,0.328
IMG_4142,Fire Scene,"remote, cake",2 regions detected,,0.78
IMG_4143,Fire Scene,remote,1 regions detected,,0.818
IMG_4144,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4145,Fire Scene,remote,1 regions detected,,0.818
IMG_4146,Fire Scene,fire (color-based),color analysis,Ultimate hase.com iA a ; | ta Mt er,0.99
IMG_4147,Fire Scene,tie,1 regions detected,,0.481
IMG_4148,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4149,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4150,Fire Scene,remote,1 regions detected,,0.827
IMG_4151,Fire Scene,train,1 regions detected,,0.356
IMG_4152,Fire Scene,tie,1 regions detected,,0.324
IMG_4153,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4154,Fire Scene,tie,1 regions detected,,0.264
IMG_4155,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4156,Fire Scene,remote,1 regions detected,,0.865
IMG_4157,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4158,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4159,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4160,Fire Scene,remote,1 regions detected,,0.355
IMG_4161,Fire Scene,remote,1 regions detected,,0.674
IMG_4162,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4163,Fire Scene,fire (color-based),color analysis,,0.6
IMG_4164,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4165,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4166,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4167,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4168,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4169,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4170,Fire Scene,carrot,1 regions detected,,0.381
IMG_4171,Fire Scene,fire (color-based),color analysis,,0.79
IMG_4172,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4173,Fire Scene,remote,1 regions detected,,0.885
IMG_4174,Fire Scene,remote,1 regions detected,,0.76
IMG_4175,Fire Scene,train,1 regions detected,UltimateChase.com | ey | if j } ne : ake ese,0.272
IMG_4176,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4177,Fire Scene,fire (color-based),color analysis,UtimateChase com ee,0.99
IMG_4178,Fire Scene,tie,1 regions detected,,0.255
IMG_4179,Fire Scene,bowl,1 regions detected,,0.346
IMG_4180,Fire Scene,remote,1 regions detected,,0.804
IMG_4181,Fire Scene,train,1 regions detected,,0.313
IMG_4182,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4183,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4184,Fire Scene,remote,1 regions detected,UltimateChase COM,0.584
IMG_4185,Unknown,fire (color-based),color analysis,mmoo.e26nho fem iu §,0.39
IMG_4186,Fire Scene,remote,1 regions detected,,0.71
IMG_4187,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4188,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4189,Fire Scene,fire (color-based),color analysis,""" AA Ds ao niwsrseCcpses cow",0.99
IMG_4190,Fire Scene,remote,1 regions detected,,0.506
IMG_4191,Fire Scene,remote,1 regions detected,,0.636
IMG_4192,Assault / Violence,knife,1 regions detected,,0.323
IMG_4193,Fire Scene,remote,1 regions detected,? moo.sesnosismillU vl - ;,0.822
IMG_4194,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4195,Fire Scene,remote,1 regions detected,,0.317
IMG_4196,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4197,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4198,Fire Scene,"remote, tie",2 regions detected,,0.601
IMG_4199,Fire Scene,train,1 regions detected,UltimateChase.com PY ia re te,0.353
IMG_4200,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4201,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4202,Fire Scene,remote,2 regions detected,ai. mtimateChase. com,0.644
IMG_4203,Fire Scene,"remote, tie",2 regions detected,,0.571
IMG_4204,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4205,Fire Scene,remote,1 regions detected,,0.253
IMG_4206,Fire Scene,fire (color-based),color analysis,niwsecusee cou,0.99
IMG_4207,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4208,Fire Scene,remote,1 regions detected,,0.569
IMG_4209,Fire Scene,remote,1 regions detected,mos.9esnOsir mitiU,0.372
IMG_4210,Fire Scene,"remote, tie",3 regions detected,,0.629
IMG_4211,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4212,Fire Scene,"remote, tie",2 regions detected,,0.9
IMG_4213,Fire Scene,fire (color-based),color analysis,moo.sesOetsmillU,0.99
IMG_4214,Fire Scene,"tie, remote",2 regions detected,,0.501
IMG_4215,Unknown,remote,1 regions detected,roo.seshosismislU,0.337
IMG_4216,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4217,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4218,Fire Scene,"remote, tie",2 regions detected,,0.391
IMG_4219,Fire Scene,"remote, tie",2 regions detected,,0.845
IMG_4220,Assault / Violence,knife,1 regions detected,,0.281
IMG_4221,Fire Scene,remote,1 regions detected,,0.563
IMG_4222,Assault / Violence,knife,1 regions detected,,0.344
IMG_4223,Fire Scene,remote,1 regions detected,,0.906
IMG_4224,Fire Scene,remote,1 regions detected,,0.804
IMG_4225,Fire Scene,fire (color-based),color analysis,UltimateChase.com +4,0.99
IMG_4226,Fire Scene,"bowl, remote, tie",3 regions detected,,0.681
